DateTime;Players;Average Players
2015-06-24;599440;
2015-06-25;588950;
2015-06-26;542428;
2015-06-27;517905;
2015-06-28;568420;
2015-06-29;575554;
2015-06-30;539500;
2015-07-01;541692;
2015-07-02;522992;
2015-07-03;491509;
2015-07-04;463120;
2015-07-05;506209;
2015-07-06;544222;
2015-07-07;528477;
2015-07-08;546142;
2015-07-09;543496;
2015-07-10;498573;
2015-07-11;471760;
2015-07-12;531385;
2015-07-13;535060;
2015-07-14;514071;
2015-07-15;522264;
2015-07-16;510847;
2015-07-17;470311;
2015-07-18;458623;
2015-07-19;514116;
2015-07-20;513838;
2015-07-21;505546;
2015-07-22;504003;
2015-07-23;503109;
2015-07-24;468739;
2015-07-25;461601;
2015-07-26;505594;
2015-07-27;523216;
2015-07-28;509832;
2015-07-29;511832;
2015-07-30;507985;
2015-07-31;487753;
2015-08-01;456126;
2015-08-02;509694;
2015-08-03;499671;
2015-08-04;502762;
2015-08-05;491415;
2015-08-06;490349;
2015-08-07;464880;
2015-08-08;453921;
2015-08-09;510793;
2015-08-10;516646;
2015-08-11;503556;
2015-08-12;503351;
2015-08-13;494573;
2015-08-14;477429;
2015-08-15;495073;
2015-08-16;546564;
2015-08-17;549505;
2015-08-18;527833;
2015-08-19;545605;
2015-08-20;654789;
2015-08-21;635559;
2015-08-22;655378;
2015-08-23;819902;
2015-08-24;649101;
2015-08-25;632719;
2015-08-26;614513;
2015-08-27;610491;
2015-08-28;578810;
2015-08-29;575579;
2015-08-30;629806;
2015-08-31;574905;
2015-09-01;555128;
2015-09-02;564619;
2015-09-03;570566;
2015-09-04;587280;
2015-09-05;629407;
2015-09-06;653346;
2015-09-07;650458;
2015-09-08;583000;
2015-09-09;581834;
2015-09-10;570207;
2015-09-11;615578;
2015-09-12;639815;
2015-09-13;647434;
2015-09-14;611175;
2015-09-15;594710;
2015-09-16;632987;
2015-09-17;613077;
2015-09-18;725939;
2015-09-19;725872;
2015-09-20;720141;
2015-09-21;644615;
2015-09-22;621099;
2015-09-23;668621;
2015-09-24;629762;
2015-09-25;670245;
2015-09-26;698254;
2015-09-27;708298;
2015-09-28;630309;
2015-09-29;614948;
2015-09-30;605557;
2015-10-01;589989;
2015-10-02;663702;
2015-10-03;709984;
2015-10-04;698465;
2015-10-05;609039;
2015-10-06;617252;
2015-10-07;627301;
2015-10-08;601490;
2015-10-09;663583;
2015-10-10;693601;
2015-10-11;676761;
2015-10-12;635027;
2015-10-13;626353;
2015-10-14;614333;
2015-10-15;592895;
2015-10-16;659430;
2015-10-17;692862;
2015-10-18;672513;
2015-10-19;603815;
2015-10-20;587495;
2015-10-21;609933;
2015-10-22;605688;
2015-10-23;667325;
2015-10-24;701645;
2015-10-25;650136;
2015-10-26;595490;
2015-10-27;585391;
2015-10-28;717511;
2015-10-29;695740;
2015-10-30;709147;
2015-10-31;732093;
2015-11-01;786707;
2015-11-02;669533;
2015-11-03;654961;
2015-11-04;645986;
2015-11-05;630788;
2015-11-06;669888;
2015-11-07;688392;
2015-11-08;675447;
2015-11-09;599300;
2015-11-10;581347;
2015-11-11;597527;
2015-11-12;575875;
2015-11-13;622375;
2015-11-14;666487;
2015-11-15;662161;
2015-11-16;588057;
2015-11-17;576160;
2015-11-18;581563;
2015-11-19;591924;
2015-11-20;648037;
2015-11-21;665514;
2015-11-22;653833;
2015-11-23;591545;
2015-11-24;602930;
2015-11-25;623415;
2015-11-26;609118;
2015-11-27;678051;
2015-11-28;689711;
2015-11-29;691930;
2015-11-30;626903;
2015-12-01;616849;
2015-12-02;637477;
2015-12-03;636123;
2015-12-04;688508;
2015-12-05;721883;
2015-12-06;709200;
2015-12-07;648944;
2015-12-08;654479;
2015-12-09;823694;
2015-12-10;701795;
2015-12-11;705268;
2015-12-12;724807;
2015-12-13;690672;
2015-12-14;617022;
2015-12-15;601776;
2015-12-16;609226;
2015-12-17;588824;
2015-12-18;625551;
2015-12-19;640096;
2015-12-20;612170;
2015-12-21;605194;
2015-12-22;589295;
2015-12-23;582223;
2015-12-24;468987;
2015-12-25;567501;
2015-12-26;587894;
2015-12-27;602105;
2015-12-28;607841;
2015-12-29;621422;
2015-12-30;641488;
2015-12-31;540459;
2016-01-01;611343;
2016-01-02;639407;
2016-01-03;651264;
2016-01-04;617618;
2016-01-05;609398;
2016-01-06;616314;
2016-01-07;605054;
2016-01-08;642655;
2016-01-09;667432;
2016-01-10;642996;
2016-01-11;560999;
2016-01-12;568200;
2016-01-13;563938;
2016-01-14;566576;
2016-01-15;617636;
2016-01-16;653887;
2016-01-17;654226;
2016-01-18;623119;
2016-01-19;579933;
2016-01-20;579976;
2016-01-21;577161;
2016-01-22;627126;
2016-01-23;665504;
2016-01-24;654806;
2016-01-25;597773;
2016-01-26;587666;
2016-01-27;601186;
2016-01-28;594859;
2016-01-29;619038;
2016-01-30;651217;
2016-01-31;645790;
2016-02-01;592950;
2016-02-02;588658;
2016-02-03;593220;
2016-02-04;587791;
2016-02-05;610475;
2016-02-06;650424;
2016-02-07;647277;
2016-02-08;603360;
2016-02-09;586954;
2016-02-10;590179;
2016-02-11;587018;
2016-02-12;645119;
2016-02-13;688870;
2016-02-14;642871;
2016-02-15;624985;
2016-02-16;590031;
2016-02-17;591122;
2016-02-18;658229;
2016-02-19;676655;
2016-02-20;726385;
2016-02-21;738969;
2016-02-22;669532;
2016-02-23;624393;
2016-02-24;639204;
2016-02-25;622697;
2016-02-26;677135;
2016-02-27;717040;
2016-02-28;684698;
2016-02-29;602267;
2016-03-01;603710;
2016-03-02;615478;
2016-03-03;612273;
2016-03-04;658770;
2016-03-05;695928;
2016-03-06;733925;
2016-03-07;662668;
2016-03-08;594968;
2016-03-09;606162;
2016-03-10;596806;
2016-03-11;665464;
2016-03-12;698913;
2016-03-13;678472;
2016-03-14;609018;
2016-03-15;599032;
2016-03-16;618206;
2016-03-17;612023;
2016-03-18;674285;
2016-03-19;701629;
2016-03-20;687728;
2016-03-21;629829;
2016-03-22;635626;
2016-03-23;648085;
2016-03-24;621131;
2016-03-25;662099;
2016-03-26;640387;
2016-03-27;641177;
2016-03-28;643076;
2016-03-29;737599;
2016-03-30;773354;
2016-03-31;768323;
2016-04-01;800869;
2016-04-02;833345;
2016-04-03;850485;
2016-04-04;660523;
2016-04-05;612907;
2016-04-06;647799;
2016-04-07;641322;
2016-04-08;705526;
2016-04-09;731390;
2016-04-10;711635;
2016-04-11;620323;
2016-04-12;602029;
2016-04-13;605922;
2016-04-14;605885;
2016-04-15;678753;
2016-04-16;684310;
2016-04-17;668143;
2016-04-18;628545;
2016-04-19;614805;
2016-04-20;615852;
2016-04-21;612273;
2016-04-22;632904;
2016-04-23;684356;
2016-04-24;678886;
2016-04-25;621891;
2016-04-26;610142;
2016-04-27;618415;
2016-04-28;656617;
2016-04-29;659080;
2016-04-30;638216;
2016-05-01;668612;
2016-05-02;598980;
2016-05-03;587742;
2016-05-04;596867;
2016-05-05;551675;
2016-05-06;577496;
2016-05-07;599203;
2016-05-08;587411;
2016-05-09;520788;
2016-05-10;533239;
2016-05-11;553612;
2016-05-12;557396;
2016-05-13;621025;
2016-05-14;638088;
2016-05-15;606700;
2016-05-16;575926;
2016-05-17;562571;
2016-05-18;582535;
2016-05-19;562560;
2016-05-20;606267;
2016-05-21;593090;
2016-05-22;589460;
2016-05-23;561194;
2016-05-24;547212;
2016-05-25;560009;
2016-05-26;562385;
2016-05-27;574812;
2016-05-28;546406;
2016-05-29;577740;
2016-05-30;564451;
2016-05-31;533522;
2016-06-01;533777;
2016-06-02;541235;
2016-06-03;549536;
2016-06-04;550277;
2016-06-05;574583;
2016-06-06;552824;
2016-06-07;543588;
2016-06-08;543776;
2016-06-09;549231;
2016-06-10;501270;
2016-06-11;515088;
2016-06-12;528324;
2016-06-13;531339;
2016-06-14;527542;
2016-06-15;538212;
2016-06-16;579110;
2016-06-17;559486;
2016-06-18;536346;
2016-06-19;556579;
2016-06-20;547894;
2016-06-21;549815;
2016-06-22;543743;
2016-06-23;509233;
2016-06-24;487648;
2016-06-25;474429;
2016-06-26;531215;
2016-06-27;548910;
2016-06-28;539921;
2016-06-29;540124;
2016-06-30;502427;
2016-07-01;496846;
2016-07-02;472029;
2016-07-03;522612;
2016-07-04;544563;
2016-07-05;636056;
2016-07-06;624601;
2016-07-07;621543;
2016-07-08;603264;
2016-07-09;593940;
2016-07-10;603057;
2016-07-11;577920;
2016-07-12;558089;
2016-07-13;547281;
2016-07-14;540624;
2016-07-15;508026;
2016-07-16;493896;
2016-07-17;538171;
2016-07-18;538791;
2016-07-19;522099;
2016-07-20;520145;
2016-07-21;507375;
2016-07-22;495506;
2016-07-23;480140;
2016-07-24;514561;
2016-07-25;525138;
2016-07-26;515314;
2016-07-27;522446;
2016-07-28;519175;
2016-07-29;496361;
2016-07-30;483239;
2016-07-31;530920;
2016-08-01;533460;
2016-08-02;524743;
2016-08-03;506605;
2016-08-04;522620;
2016-08-05;487626;
2016-08-06;484652;
2016-08-07;508886;
2016-08-08;510803;
2016-08-09;510256;
2016-08-10;519980;
2016-08-11;514947;
2016-08-12;495372;
2016-08-13;476202;
2016-08-14;526431;
2016-08-15;529509;
2016-08-16;524122;
2016-08-17;526919;
2016-08-18;520657;
2016-08-19;536004;
2016-08-20;541896;
2016-08-21;584453;
2016-08-22;565024;
2016-08-23;541912;
2016-08-24;550787;
2016-08-25;544806;
2016-08-26;536004;
2016-08-27;546000;
2016-08-28;599095;
2016-08-29;590423;
2016-08-30;574058;
2016-08-31;533338;
2016-09-01;515410;
2016-09-02;557799;
2016-09-03;573314;
2016-09-04;574341;
2016-09-05;572226;
2016-09-06;530141;
2016-09-07;544146;
2016-09-08;525664;
2016-09-09;571421;
2016-09-10;600316;
2016-09-11;596331;
2016-09-12;539113;
2016-09-13;528193;
2016-09-14;495370;
2016-09-15;530380;
2016-09-16;588619;
2016-09-17;638360;
2016-09-18;637515;
2016-09-19;564818;
2016-09-20;558376;
2016-09-21;553994;
2016-09-22;555269;
2016-09-23;601253;
2016-09-24;613028;
2016-09-25;609126;
2016-09-26;540141;
2016-09-27;538047;
2016-09-28;519062;
2016-09-29;548209;
2016-09-30;590230;
2016-10-01;613097;
2016-10-02;598950;
2016-10-03;559436;
2016-10-04;552031;
2016-10-05;556320;
2016-10-06;554221;
2016-10-07;625708;
2016-10-08;646334;
2016-10-09;628981;
2016-10-10;584079;
2016-10-11;573494;
2016-10-12;590436;
2016-10-13;584281;
2016-10-14;632559;
2016-10-15;661985;
2016-10-16;646283;
2016-10-17;565030;
2016-10-18;552751;
2016-10-19;564004;
2016-10-20;561903;
2016-10-21;623083;
2016-10-22;647299;
2016-10-23;624196;
2016-10-24;564167;
2016-10-25;548445;
2016-10-26;543803;
2016-10-27;550837;
2016-10-28;591304;
2016-10-29;613425;
2016-10-30;613226;
2016-10-31;539952;
2016-11-01;570482;
2016-11-02;578881;
2016-11-03;596301;
2016-11-04;599240;
2016-11-05;627124;
2016-11-06;611584;
2016-11-07;532334;
2016-11-08;539366;
2016-11-09;526953;
2016-11-10;539705;
2016-11-11;598838;
2016-11-12;626360;
2016-11-13;609295;
2016-11-14;541529;
2016-11-15;546602;
2016-11-16;529147;
2016-11-17;528129;
2016-11-18;595119;
2016-11-19;617652;
2016-11-20;601809;
2016-11-21;541586;
2016-11-22;547539;
2016-11-23;555683;
2016-11-24;558932;
2016-11-25;611117;
2016-11-26;625876;
2016-11-27;608906;
2016-11-28;540550;
2016-11-29;578490;
2016-11-30;575494;
2016-12-01;574372;
2016-12-02;632999;
2016-12-03;662460;
2016-12-04;637935;
2016-12-05;562748;
2016-12-06;569392;
2016-12-07;567637;
2016-12-08;521844;
2016-12-09;575434;
2016-12-10;603615;
2016-12-11;582266;
2016-12-12;515906;
2016-12-13;510000;
2016-12-14;512679;
2016-12-15;513677;
2016-12-16;558715;
2016-12-17;586213;
2016-12-18;567955;
2016-12-19;549755;
2016-12-20;548122;
2016-12-21;557662;
2016-12-22;556800;
2016-12-23;568835;
2016-12-24;488865;
2016-12-25;518257;
2016-12-26;556897;
2016-12-27;583051;
2016-12-28;593696;
2016-12-29;608579;
2016-12-30;617489;
2016-12-31;516767;
2017-01-01;586605;
2017-01-02;533340;
2017-01-03;615247;
2017-01-04;614587;
2017-01-05;620470;
2017-01-06;635734;
2017-01-07;673607;
2017-01-08;659776;
2017-01-09;582858;
2017-01-10;593498;
2017-01-11;581688;
2017-01-12;592038;
2017-01-13;643886;
2017-01-14;688378;
2017-01-15;657268;
2017-01-16;618542;
2017-01-17;614374;
2017-01-18;606970;
2017-01-19;607889;
2017-01-20;654320;
2017-01-21;682260;
2017-01-22;789088;
2017-01-23;721632;
2017-01-24;707397;
2017-01-25;720396;
2017-01-26;676652;
2017-01-27;734142;
2017-01-28;786654;
2017-01-29;814616;
2017-01-30;701556;
2017-01-31;675395;
2017-02-01;666562;
2017-02-02;679929;
2017-02-03;704161;
2017-02-04;742866;
2017-02-05;720854;
2017-02-06;652628;
2017-02-07;641999;
2017-02-08;644625;
2017-02-09;651139;
2017-02-10;698016;
2017-02-11;744468;
2017-02-12;734782;
2017-02-13;649498;
2017-02-14;608329;
2017-02-15;623082;
2017-02-16;623666;
2017-02-17;685443;
2017-02-18;692532;
2017-02-19;714208;
2017-02-20;645868;
2017-02-21;631794;
2017-02-22;651285;
2017-02-23;633032;
2017-02-24;681548;
2017-02-25;711755;
2017-02-26;690779;
2017-02-27;614436;
2017-02-28;605217;
2017-03-01;606439;
2017-03-02;603688;
2017-03-03;686031;
2017-03-04;715449;
2017-03-05;668776;
2017-03-06;615829;
2017-03-07;657426;
2017-03-08;621064;
2017-03-09;610761;
2017-03-10;680655;
2017-03-11;717597;
2017-03-12;702023;
2017-03-13;620293;
2017-03-14;623902;
2017-03-15;617890;
2017-03-16;672521;
2017-03-17;681259;
2017-03-18;742356;
2017-03-19;729305;
2017-03-20;628774;
2017-03-21;263988;
2017-03-22;217547;
2017-03-23;610454;
2017-03-24;707789;
2017-03-25;718526;
2017-03-26;697758;
2017-03-27;646662;
2017-03-28;628450;
2017-03-29;632688;
2017-03-30;634066;
2017-03-31;691424;
2017-04-01;709841;
2017-04-02;670980;
2017-04-03;605519;
2017-04-04;589725;
2017-04-05;603084;
2017-04-06;606153;
2017-04-07;648400;
2017-04-08;669903;
2017-04-09;653292;
2017-04-10;623083;
2017-04-11;586229;
2017-04-12;608500;
2017-04-13;632507;
2017-04-14;678017;
2017-04-15;662140;
2017-04-16;643858;
2017-04-17;634384;
2017-04-18;601773;
2017-04-19;595795;
2017-04-20;626863;
2017-04-21;676578;
2017-04-22;695235;
2017-04-23;678710;
2017-04-24;604982;
2017-04-25;596141;
2017-04-26;583886;
2017-04-27;588412;
2017-04-28;656297;
2017-04-29;657033;
2017-04-30;658518;
2017-05-01;614208;
2017-05-02;585271;
2017-05-03;586022;
2017-05-04;583529;
2017-05-05;625936;
2017-05-06;647264;
2017-05-07;661043;
2017-05-08;607179;
2017-05-09;581865;
2017-05-10;575531;
2017-05-11;577966;
2017-05-12;629636;
2017-05-13;637449;
2017-05-14;598456;
2017-05-15;552306;
2017-05-16;548379;
2017-05-17;537489;
2017-05-18;556096;
2017-05-19;588701;
2017-05-20;611009;
2017-05-21;591578;
2017-05-22;551426;
2017-05-23;547353;
2017-05-24;697189;
2017-05-25;652278;
2017-05-26;646348;
2017-05-27;634745;
2017-05-28;660036;
2017-05-29;626065;
2017-05-30;597689;
2017-05-31;613628;
2017-06-01;587333;
2017-06-02;597967;
2017-06-03;597664;
2017-06-04;614621;
2017-06-05;613469;
2017-06-06;591709;
2017-06-07;589809;
2017-06-08;583035;
2017-06-09;563296;
2017-06-10;550924;
2017-06-11;570133;
2017-06-12;560388;
2017-06-13;557934;
2017-06-14;553916;
2017-06-15;569006;
2017-06-16;550839;
2017-06-17;544831;
2017-06-18;560055;
2017-06-19;542091;
2017-06-20;556544;
2017-06-21;551348;
2017-06-22;534468;
2017-06-23;513878;
2017-06-24;516287;
2017-06-25;553576;
2017-06-26;552219;
2017-06-27;548167;
2017-06-28;543096;
2017-06-29;538041;
2017-06-30;521360;
2017-07-01;518499;
2017-07-02;540849;
2017-07-03;556759;
2017-07-04;551362;
2017-07-05;566198;
2017-07-06;544039;
2017-07-07;530554;
2017-07-08;517999;
2017-07-09;573327;
2017-07-10;571169;
2017-07-11;551483;
2017-07-12;551601;
2017-07-13;539155;
2017-07-14;512567;
2017-07-15;502054;
2017-07-16;614018;
2017-07-17;591459;
2017-07-18;599439;
2017-07-19;606490;
2017-07-20;565060;
2017-07-21;595802;
2017-07-22;560747;
2017-07-23;640277;
2017-07-24;586487;
2017-07-25;590525;
2017-07-26;585696;
2017-07-27;576007;
2017-07-28;549724;
2017-07-29;537230;
2017-07-30;571197;
2017-07-31;563326;
2017-08-01;551086;
2017-08-02;544959;
2017-08-03;546773;
2017-08-04;533354;
2017-08-05;526712;
2017-08-06;570353;
2017-08-07;543468;
2017-08-08;524971;
2017-08-09;537376;
2017-08-10;520173;
2017-08-11;502368;
2017-08-12;517703;
2017-08-13;545419;
2017-08-14;526566;
2017-08-15;532716;
2017-08-16;539318;
2017-08-17;530770;
2017-08-18;522758;
2017-08-19;542314;
2017-08-20;578435;
2017-08-21;555466;
2017-08-22;550432;
2017-08-23;551829;
2017-08-24;544368;
2017-08-25;537541;
2017-08-26;560708;
2017-08-27;598656;
2017-08-28;568901;
2017-08-29;572216;
2017-08-30;568790;
2017-08-31;548525;
2017-09-01;539475;
2017-09-02;579851;
2017-09-03;593235;
2017-09-04;577061;
2017-09-05;546878;
2017-09-06;557450;
2017-09-07;566040;
2017-09-08;588277;
2017-09-09;602111;
2017-09-10;599224;
2017-09-11;556861;
2017-09-12;534626;
2017-09-13;546069;
2017-09-14;547273;
2017-09-15;634902;
2017-09-16;632688;
2017-09-17;681413;
2017-09-18;553806;
2017-09-19;554338;
2017-09-20;562646;
2017-09-21;562963;
2017-09-22;616501;
2017-09-23;631448;
2017-09-24;664381;
2017-09-25;548050;
2017-09-26;537705;
2017-09-27;541534;
2017-09-28;524556;
2017-09-29;577291;
2017-09-30;620094;
2017-10-01;611518;
2017-10-02;537514;
2017-10-03;543065;
2017-10-04;549053;
2017-10-05;549107;
2017-10-06;604716;
2017-10-07;637380;
2017-10-08;608484;
2017-10-09;561918;
2017-10-10;538813;
2017-10-11;567882;
2017-10-12;579953;
2017-10-13;623998;
2017-10-14;644082;
2017-10-15;620344;
2017-10-16;558088;
2017-10-17;537573;
2017-10-18;545310;
2017-10-19;557610;
2017-10-20;613627;
2017-10-21;638306;
2017-10-22;606747;
2017-10-23;537976;
2017-10-24;531758;
2017-10-25;531604;
2017-10-26;538111;
2017-10-27;580500;
2017-10-28;610301;
2017-10-29;580309;
2017-10-30;523187;
2017-10-31;513681;
2017-11-01;539262;
2017-11-02;549402;
2017-11-03;567808;
2017-11-04;589590;
2017-11-05;583008;
2017-11-06;499132;
2017-11-07;494940;
2017-11-08;486659;
2017-11-09;486288;
2017-11-10;547883;
2017-11-11;587871;
2017-11-12;560426;
2017-11-13;482962;
2017-11-14;513621;
2017-11-15;534564;
2017-11-16;516933;
2017-11-17;568119;
2017-11-18;602797;
2017-11-19;585195;
2017-11-20;531437;
2017-11-21;500243;
2017-11-22;518804;
2017-11-23;510407;
2017-11-24;552587;
2017-11-25;576143;
2017-11-26;577085;
2017-11-27;509051;
2017-11-28;509630;
2017-11-29;516162;
2017-11-30;520337;
2017-12-01;567425;
2017-12-02;595057;
2017-12-03;576910;
2017-12-04;520456;
2017-12-05;515183;
2017-12-06;521198;
2017-12-07;524875;
2017-12-08;573360;
2017-12-09;597245;
2017-12-10;568209;
2017-12-11;525852;
2017-12-12;507127;
2017-12-13;504585;
2017-12-14;509276;
2017-12-15;547230;
2017-12-16;567984;
2017-12-17;555527;
2017-12-18;523730;
2017-12-19;516719;
2017-12-20;523831;
2017-12-21;523752;
2017-12-22;555899;
2017-12-23;563128;
2017-12-24;480947;
2017-12-25;498570;
2017-12-26;541428;
2017-12-27;567700;
2017-12-28;571746;
2017-12-29;595916;
2017-12-30;601351;
2017-12-31;525010;
2018-01-01;562303;
2018-01-02;585366;
2018-01-03;586264;
2018-01-04;594399;
2018-01-05;624935;
2018-01-06;637505;
2018-01-07;630304;
2018-01-08;576748;
2018-01-09;566722;
2018-01-10;567567;
2018-01-11;568774;
2018-01-12;668760;
2018-01-13;719298;
2018-01-14;685671;
2018-01-15;636333;
2018-01-16;593744;
2018-01-17;599972;
2018-01-18;595232;
2018-01-19;655649;
2018-01-20;699554;
2018-01-21;680851;
2018-01-22;624715;
2018-01-23;625218;
2018-01-24;615915;
2018-01-25;637926;
2018-01-26;678188;
2018-01-27;706921;
2018-01-28;696163;
2018-01-29;644694;
2018-01-30;638633;
2018-01-31;637591;
2018-02-01;636677;
2018-02-02;677325;
2018-02-03;691196;
2018-02-04;680014;
2018-02-05;598428;
2018-02-06;596670;
2018-02-07;605058;
2018-02-08;591147;
2018-02-09;640351;
2018-02-10;660501;
2018-02-11;643976;
2018-02-12;597726;
2018-02-13;600257;
2018-02-14;573227;
2018-02-15;587720;
2018-02-16;672985;
2018-02-17;686585;
2018-02-18;676972;
2018-02-19;627876;
2018-02-20;606328;
2018-02-21;616435;
2018-02-22;626295;
2018-02-23;640398;
2018-02-24;671699;
2018-02-25;644153;
2018-02-26;582008;
2018-02-27;578734;
2018-02-28;585699;
2018-03-01;571844;
2018-03-02;638187;
2018-03-03;674462;
2018-03-04;631236;
2018-03-05;566908;
2018-03-06;571364;
2018-03-07;609941;
2018-03-08;579562;
2018-03-09;622953;
2018-03-10;660359;
2018-03-11;624754;
2018-03-12;549112;
2018-03-13;548653;
2018-03-14;540552;
2018-03-15;540695;
2018-03-16;612997;
2018-03-17;634880;
2018-03-18;612211;
2018-03-19;529982;
2018-03-20;528422;
2018-03-21;527812;
2018-03-22;523792;
2018-03-23;567442;
2018-03-24;593672;
2018-03-25;583809;
2018-03-26;535668;
2018-03-27;524781;
2018-03-28;553566;
2018-03-29;545064;
2018-03-30;589158;
2018-03-31;544396;
2018-04-01;522474;
2018-04-02;510461;
2018-04-03;481121;
2018-04-04;493898;
2018-04-05;478398;
2018-04-06;515858;
2018-04-07;523827;
2018-04-08;502355;
2018-04-09;442875;
2018-04-10;441873;
2018-04-11;442723;
2018-04-12;449917;
2018-04-13;486166;
2018-04-14;501226;
2018-04-15;485242;
2018-04-16;446893;
2018-04-17;437164;
2018-04-18;427398;
2018-04-19;421633;
2018-04-20;461568;
2018-04-21;487714;
2018-04-22;492181;
2018-04-23;443309;
2018-04-24;428943;
2018-04-25;431212;
2018-04-26;429449;
2018-04-27;444255;
2018-04-28;465955;
2018-04-29;473796;
2018-04-30;455403;
2018-05-01;435923;
2018-05-02;401273;
2018-05-03;406918;
2018-05-04;436659;
2018-05-05;454436;
2018-05-06;443751;
2018-05-07;400741;
2018-05-08;416641;
2018-05-09;374213;
2018-05-10;386331;
2018-05-11;422768;
2018-05-12;435667;
2018-05-13;423090;
2018-05-14;386353;
2018-05-15;381411;
2018-05-16;386297;
2018-05-17;378731;
2018-05-18;410765;
2018-05-19;424847;
2018-05-20;416185;
2018-05-21;397327;
2018-05-22;386506;
2018-05-23;382180;
2018-05-24;387091;
2018-05-25;406335;
2018-05-26;404882;
2018-05-27;420441;
2018-05-28;411336;
2018-05-29;403800;
2018-05-30;391231;
2018-05-31;414384;
2018-06-01;401912;
2018-06-02;398415;
2018-06-03;422310;
2018-06-04;400075;
2018-06-05;401950;
2018-06-06;401474;
2018-06-07;395399;
2018-06-08;385574;
2018-06-09;406915;
2018-06-10;401825;
2018-06-11;406801;
2018-06-12;396623;
2018-06-13;407797;
2018-06-14;396812;
2018-06-15;355709;
2018-06-16;375844;
2018-06-17;396111;
2018-06-18;391787;
2018-06-19;389800;
2018-06-20;404184;
2018-06-21;380788;
2018-06-22;388254;
2018-06-23;385005;
2018-06-24;403726;
2018-06-25;389087;
2018-06-26;381327;
2018-06-27;377047;
2018-06-28;378351;
2018-06-29;379774;
2018-06-30;371997;
2018-07-01;396799;
2018-07-02;389880;
2018-07-03;365647;
2018-07-04;399953;
2018-07-05;393703;
2018-07-06;372084;
2018-07-07;370039;
2018-07-08;420674;
2018-07-09;429650;
2018-07-10;378806;
2018-07-11;381982;
2018-07-12;403220;
2018-07-13;386670;
2018-07-14;386930;
2018-07-15;421859;
2018-07-16;410965;
2018-07-17;410387;
2018-07-18;412253;
2018-07-19;393113;
2018-07-20;379547;
2018-07-21;369377;
2018-07-22;402249;
2018-07-23;405865;
2018-07-24;395213;
2018-07-25;388536;
2018-07-26;386955;
2018-07-27;366820;
2018-07-28;370155;
2018-07-29;398283;
2018-07-30;404885;
2018-07-31;390725;
2018-08-01;384368;
2018-08-02;378118;
2018-08-03;404780;
2018-08-04;403304;
2018-08-05;426277;
2018-08-06;418671;
2018-08-07;399534;
2018-08-08;414487;
2018-08-09;400059;
2018-08-10;382492;
2018-08-11;391139;
2018-08-12;415889;
2018-08-13;406483;
2018-08-14;387909;
2018-08-15;392190;
2018-08-16;403366;
2018-08-17;392254;
2018-08-18;402196;
2018-08-19;428710;
2018-08-20;402305;
2018-08-21;391082;
2018-08-22;391082;
2018-08-23;386361;
2018-08-24;386639;
2018-08-25;408895;
2018-08-26;456907;
2018-08-27;427268;
2018-08-28;425595;
2018-08-29;423666;
2018-08-30;420600;
2018-08-31;429373;
2018-09-01;451304;
2018-09-02;454425;
2018-09-03;458145;
2018-09-04;420799;
2018-09-05;433306;
2018-09-06;430506;
2018-09-07;473064;
2018-09-08;510248;
2018-09-09;523315;
2018-09-10;494317;
2018-09-11;488980;
2018-09-12;473249;
2018-09-13;488112;
2018-09-14;520394;
2018-09-15;549895;
2018-09-16;554058;
2018-09-17;499820;
2018-09-18;482772;
2018-09-19;476273;
2018-09-20;477057;
2018-09-21;529496;
2018-09-22;587639;
2018-09-23;584417;
2018-09-24;520926;
2018-09-25;535791;
2018-09-26;526703;
2018-09-27;497875;
2018-09-28;525647;
2018-09-29;545234;
2018-09-30;573410;
2018-10-01;520380;
2018-10-02;513422;
2018-10-03;512932;
2018-10-04;509096;
2018-10-05;544025;
2018-10-06;567916;
2018-10-07;544391;
2018-10-08;510312;
2018-10-09;499103;
2018-10-10;489270;
2018-10-11;489305;
2018-10-12;529774;
2018-10-13;531049;
2018-10-14;521403;
2018-10-15;482625;
2018-10-16;466907;
2018-10-17;475983;
2018-10-18;475672;
2018-10-19;513368;
2018-10-20;535314;
2018-10-21;519435;
2018-10-22;465645;
2018-10-23;466671;
2018-10-24;482083;
2018-10-25;492784;
2018-10-26;525136;
2018-10-27;544244;
2018-10-28;543919;
2018-10-29;475117;
2018-10-30;460838;
2018-10-31;439593;
2018-11-01;473842;
2018-11-02;485776;
2018-11-03;506248;
2018-11-04;524056;
2018-11-05;446011;
2018-11-06;432726;
2018-11-07;428192;
2018-11-08;429044;
2018-11-09;478359;
2018-11-10;516365;
2018-11-11;492961;
2018-11-12;454763;
2018-11-13;471698;
2018-11-14;474959;
2018-11-15;480043;
2018-11-16;516851;
2018-11-17;546192;
2018-11-18;543916;
2018-11-19;488906;
2018-11-20;478568;
2018-11-21;456412;
2018-11-22;461948;
2018-11-23;496143;
2018-11-24;529379;
2018-11-25;514340;
2018-11-26;457745;
2018-11-27;463123;
2018-11-28;458216;
2018-11-29;458409;
2018-11-30;504854;
2018-12-01;534609;
2018-12-02;514335;
2018-12-03;458076;
2018-12-04;465526;
2018-12-05;463505;
2018-12-06;452285;
2018-12-07;688741;
2018-12-08;749638;
2018-12-09;740157;
2018-12-10;653740;
2018-12-11;631190;
2018-12-12;612615;
2018-12-13;608040;
2018-12-14;653802;
2018-12-15;685090;
